web-scraper-order,web-scraper-start-url,year,year-href,month,month-href,Day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG
1576011721-3568,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3569,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3570,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3571,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3572,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3573,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3574,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3575,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,21,28.2,34,25,1005,68,0,4.2,6.5,7.6,-,,,,
1576011721-3576,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3577,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3578,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3579,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3580,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3581,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3582,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3583,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3584,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3585,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011721-3586,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011721-3587,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,March,https://en.tutiempo.net/climate/03-2011/ws-419230.html,,28.2,34,25,1005,68,0,4.2,6.5,7.6,,0,0,0,0
1576011709-3523,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3524,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3525,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3526,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3527,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3528,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3529,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3530,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3531,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3532,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3533,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3534,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3535,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3536,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3537,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3538,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,16,28.7,34.8,23.8,1008.1,61,8.38,5.3,3.1,5.4,-,,,,
1576011709-3539,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3540,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3541,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3542,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3543,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3544,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3545,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3546,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3547,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3548,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3549,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3550,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011709-3551,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,29,27.4,31.1,22.7,1005.1,66,0,4.8,2.2,5.4,-,,,,
1576011709-3552,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,30,28.2,34.3,25.2,1006.8,71,0,4.5,1.9,3.5,-,o,,,
1576011709-3553,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011709-3554,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,April,https://en.tutiempo.net/climate/04-2011/ws-419230.html,,28.1,33.4,23.9,1006.7,66,8.38,4.9,2.4,4.8,,1,0,0,0
1576011696-3490,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3491,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,2,28.1,33.7,21.8,1004.8,72,4.83,5,7.4,11.1,-,o,,,
1576011696-3492,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3493,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,4,26.2,32.4,23.8,1005.8,72,0,5.3,4.1,7.6,-,,,,
1576011696-3494,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3495,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,6,28.8,33.3,25.4,1004.9,73,0,5,3.5,5.4,-,o,,,
1576011696-3496,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3497,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,8,,,,,,,,,,,,,,
1576011696-3498,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,9,,,,,,,,,,,,,o,
1576011696-3499,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,10,,,,,,,,,,,o,,,
1576011696-3500,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,11,24.3,31,22.6,1003,79,24.64,4.5,5.9,11.1,-,o,,o,
1576011696-3501,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,12,28.8,34,22.6,1004.1,74,0,5.3,3.1,5.4,-,,,,
1576011696-3502,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3503,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3504,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3505,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,16,30.8,33.4,28.6,1009,75,0.51,5.3,1.3,3.5,-,,,,
1576011696-3506,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,17,,,,,,,,,,,,,,
1576011696-3507,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,18,,,,,,,,,,,,,,
1576011696-3508,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,19,,,,,,,,,,,o,,o,
1576011696-3509,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,20,28.3,32.3,24.8,1001.1,73,0,5.3,3.1,5.4,-,,,,
1576011696-3510,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3511,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3512,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,23,25.7,30.6,23.8,1002.9,90,17.53,5,2.8,3.5,-,,,o,
1576011696-3513,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3514,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,25,27.9,32.7,25.6,1003.4,78,13.46,4.8,1.9,3.5,-,,,,
1576011696-3515,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3516,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,27,,,,,,,,,,,o,,o,
1576011696-3517,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,28,,,,,,,,,,,,,,
1576011696-3518,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,29,,,,,,,,,,,,,,
1576011696-3519,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3520,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011696-3521,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011696-3522,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,May,https://en.tutiempo.net/climate/05-2011/ws-419230.html,,28.2,33,25,1003.9,75.8,146.05,5.1,3.1,6.6,,6,0,5,0
1576011677-3458,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,June,https://en.tutiempo.net/climate/06-2011/ws-419230.html,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011677-3459,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,June,https://en.tutiempo.net/climate/06-2011/ws-419230.html,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011677-3460,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,June,https://en.tutiempo.net/climate/06-2011/ws-419230.html,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011677-3461,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,June,https://en.tutiempo.net/climate/06-2011/ws-419230.html,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011677-3462,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,June,https://en.tutiempo.net/climate/06-2011/ws-419230.html,5,31.7,35.5,28.4,1002.7,69,0,6,2.8,3.5,-,,,,
1576011677-3463,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,June,https://en.tutiempo.net/climate/06-2011/ws-419230.html,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011677-3464,https://en.tutiempo.net/climate/ws-419230.html,Clima 2011,https://en.tutiempo.net/climate/2011/ws-419230.html,June,https://en.tutiempo.net/climate/06-2011/ws-419230.html,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
